"sex","height","weight","bmi"
"Female",155,61.1,25.4
"Female",152,46.3,20
"Female",164,68.7,25.5
"Female",175,72.2,23.6
"Female",169,71.1,24.9
"Female",163,61.1,23
"Female",162,69.2,26.4
"Female",169,70,24.5
"Female",167,75.7,27.1
"Female",172,73.7,24.9
"Female",174,68.3,22.6
"Female",171,75.2,25.7
"Female",156,46.2,19
"Female",152,50.5,21.9
"Female",159,48.8,19.3
"Female",158,55.6,22.3
"Female",147,50.2,23.2
"Female",150,50.4,22.4
"Female",155,52.1,21.7
"Female",152,51.1,22.1
"Female",162,60.9,23.2
"Female",159,54.3,21.5
"Female",165,64.2,23.6
"Female",147,42.4,19.6
"Female",178,73.7,23.3
"Female",160,61.5,24
"Female",151,49.6,21.8
"Female",163,71.1,26.8
"Female",159,65.7,26
"Female",162,53.6,20.4
"Female",177,77.8,24.8
"Female",153,42.7,18.2
"Female",158,59.9,24
"Female",163,61.6,23.2
"Female",159,58.6,23.2
"Female",160,59.5,23.2
"Female",158,57.6,23.1
"Female",153,51.4,22
"Female",158,56.1,22.5
"Female",163,64.6,24.3
"Female",169,59.5,20.8
"Female",164,57.1,21.2
"Female",164,64.5,24
"Female",176,71.3,23
"Female",157,57.6,23.4
"Female",164,60.9,22.6
"Female",170,75.3,26.1
"Female",165,66.8,24.5
"Female",162,61.5,23.4
"Female",168,69.5,24.6
"Female",168,64.7,22.9
"Female",157,57.5,23.3
"Female",164,56.6,21
"Female",177,82.8,26.4
"Female",155,54,22.5
"Female",161,63.2,24.4
"Female",169,60.9,21.3
"Female",164,58.3,21.7
"Female",161,57.3,22.1
"Female",157,60.6,24.6
"Female",170,81.5,28.2
"Female",151,54.8,24
"Female",156,51.8,21.3
"Female",147,45.6,21.1
"Female",161,58.7,22.6
"Female",164,64.5,24
"Female",166,65.3,23.7
"Female",169,66.9,23.4
"Female",167,66,23.7
"Female",162,51.8,19.7
"Female",156,53.5,22
"Female",151,63.1,27.7
"Female",156,53.1,21.8
"Female",159,61.1,24.2
"Female",175,69.7,22.8
"Female",164,65.5,24.4
"Female",154,45.4,19.1
"Female",164,61,22.7
"Female",159,60.2,23.8
"Female",159,52.9,20.9
"Female",165,67.3,24.7
"Female",165,67.3,24.7
"Female",158,58.3,23.4
"Female",169,72.6,25.4
"Female",159,57,22.5
"Female",168,64,22.7
"Female",155,52.9,22
"Female",159,54.7,21.6
"Female",162,64.6,24.6
"Female",161,56.9,22
"Female",158,59.5,23.8
"Female",162,68.2,26
"Female",156,53.9,22.1
"Female",165,64.3,23.6
"Female",158,54,21.6
"Female",162,63.8,24.3
"Female",166,68.1,24.7
"Female",163,51.7,19.5
"Female",165,63.6,23.4
"Female",146,42.6,20
"Female",161,57.6,22.2
"Female",170,73.1,25.3
"Female",162,60.5,23.1
"Female",154,53.7,22.6
"Female",166,62.6,22.7
"Female",161,60.6,23.4
"Female",165,68.1,25
"Female",161,63.6,24.5
"Female",167,68.6,24.6
"Female",154,51.4,21.7
"Female",154,51.1,21.5
"Female",169,59.9,21
"Female",161,58.9,22.7
"Female",173,75.7,25.3
"Female",161,61.6,23.8
"Female",155,54.3,22.6
"Female",156,53.7,22.1
"Female",165,70.2,25.8
"Female",161,63.1,24.3
"Female",163,63.9,24.1
"Female",159,69.7,27.6
"Female",171,72.8,24.9
"Female",163,62.3,23.4
"Female",163,64.7,24.4
"Female",154,56.1,23.7
"Female",164,60.5,22.5
"Female",168,68.5,24.3
"Female",157,53.1,21.5
"Female",162,67.7,25.8
"Female",160,56.6,22.1
"Female",173,70.6,23.6
"Female",161,65.3,25.2
"Female",159,62.8,24.8
"Female",166,62.1,22.5
"Female",166,66.7,24.2
"Female",167,70.7,25.4
"Female",168,67,23.7
"Female",167,65.1,23.3
"Female",163,62.5,23.5
"Female",164,67.6,25.1
"Female",166,63.5,23
"Female",157,64,26
"Female",164,63.5,23.6
"Female",165,67.9,24.9
"Female",169,78.7,27.6
"Female",162,64.8,24.7
"Female",164,61.3,22.8
"Female",168,76.7,27.2
"Female",155,53.8,22.4
"Female",159,59.3,23.5
"Female",160,55.5,21.7
"Female",154,55.1,23.2
"Female",159,65.7,26
"Female",171,74.9,25.6
"Female",151,56.2,24.6
"Female",162,61.1,23.3
"Female",167,77.4,27.8
"Female",159,48.4,19.1
"Female",163,59.2,22.3
"Female",178,74.4,23.5
"Female",173,78,26.1
"Female",152,52.4,22.7
"Female",148,43.7,20
"Female",156,62.2,25.6
"Female",161,60.5,23.3
"Female",166,58.1,21.1
"Female",156,58.7,24.1
"Female",158,60.2,24.1
"Female",161,54.5,21
"Female",170,75.5,26.1
"Female",164,65,24.2
"Female",163,58.8,22.1
"Female",170,75.5,26.1
"Female",159,65.4,25.9
"Female",166,72.8,26.4
"Female",168,68.7,24.3
"Female",163,55,20.7
"Female",159,62.6,24.8
"Female",160,67.6,26.4
"Female",161,59.8,23.1
"Female",165,68.7,25.2
"Female",155,53.5,22.3
"Female",164,64.2,23.9
"Female",160,54.7,21.4
"Female",160,62.9,24.6
"Female",163,67.9,25.6
"Female",161,61.5,23.7
"Female",154,51,21.5
"Female",154,53.6,22.6
"Female",169,68.6,24
"Female",172,74,25
"Female",160,54.9,21.4
"Female",172,79.4,26.8
"Female",166,71.8,26.1
"Female",150,51.6,22.9
"Female",169,67.6,23.7
"Female",171,66.5,22.7
"Female",157,58.7,23.8
"Female",165,58.5,21.5
"Female",166,68.8,25
"Female",156,62,25.5
"Female",168,70.2,24.9
"Female",159,52.2,20.6
"Female",176,76,24.5
"Female",161,52.6,20.3
"Female",165,63.8,23.4
"Female",154,58.3,24.6
"Female",166,70,25.4
"Female",160,69.6,27.2
"Female",160,59.7,23.3
"Female",164,64.6,24
"Female",162,64.4,24.5
"Female",158,56.5,22.6
"Female",170,69.2,23.9
"Female",164,66.4,24.7
"Female",168,66.5,23.6
"Female",162,57,21.7
"Female",172,77.6,26.2
"Female",169,74.5,26.1
"Female",159,56.7,22.4
"Female",175,79.3,25.9
"Female",163,59.1,22.2
"Female",165,70.1,25.7
"Female",160,60.5,23.6
"Female",160,64.8,25.3
"Female",156,57.2,23.5
"Female",159,59.9,23.7
"Female",167,62.9,22.6
"Female",159,57.4,22.7
"Female",157,62.1,25.2
"Female",163,59.3,22.3
"Female",155,54.9,22.9
"Female",159,61.4,24.3
"Female",159,61.1,24.2
"Female",166,68.1,24.7
"Female",160,57.8,22.6
"Female",162,61.8,23.5
"Female",171,77.4,26.5
"Female",152,43.3,18.7
"Female",163,63,23.7
"Female",162,59.4,22.6
"Female",173,78.7,26.3
"Female",153,41.7,17.8
"Female",161,49.5,19.1
"Female",166,73.2,26.6
"Female",158,60.2,24.1
"Female",168,75.7,26.8
"Female",162,64.7,24.7
"Female",149,47.9,21.6
"Female",158,67,26.8
"Female",158,61.5,24.6
"Female",165,74.1,27.2
"Female",162,57.1,21.8
"Female",156,57,23.4
"Female",160,61.1,23.9
"Female",156,63.2,26
"Female",159,60.3,23.9
"Female",160,58,22.7
"Female",166,66,24
"Female",172,81.8,27.7
"Female",155,53.1,22.1
"Female",158,55.7,22.3
"Female",173,72.8,24.3
"Female",164,72.6,27
"Female",164,66.2,24.6
"Female",155,54,22.5
"Female",176,78.8,25.4
"Female",152,48.2,20.9
"Female",162,60.5,23.1
"Female",162,56.6,21.6
"Female",169,74.5,26.1
"Female",164,67.3,25
"Female",172,70.1,23.7
"Female",161,69.4,26.8
"Female",158,61,24.4
"Female",166,63.1,22.9
"Female",170,69.4,24
"Female",163,65.5,24.7
"Female",169,70.7,24.8
"Female",162,62.3,23.7
"Female",168,66.3,23.5
"Female",165,66.1,24.3
"Female",148,52.1,23.8
"Female",159,65.2,25.8
"Female",155,55.6,23.1
"Female",153,48.4,20.7
"Female",166,61.5,22.3
"Female",168,64.8,23
"Female",161,59.1,22.8
"Female",167,62.1,22.3
"Female",158,51.1,20.5
"Female",162,66.6,25.4
"Female",149,41.2,18.6
"Female",167,69.3,24.8
"Female",168,63.5,22.5
"Female",166,64.7,23.5
"Female",173,70.5,23.6
"Female",171,73.2,25
"Female",173,76.6,25.6
"Female",175,85.6,28
"Female",163,63.3,23.8
"Female",169,65.3,22.9
"Female",173,78.2,26.1
"Female",172,74.6,25.2
"Female",176,80.6,26
"Female",164,66.4,24.7
"Female",165,56.2,20.6
"Female",154,58.9,24.8
"Female",169,73,25.6
"Female",166,64.6,23.4
"Female",165,67.5,24.8
"Female",168,75.1,26.6
"Female",166,60.6,22
"Female",162,53.3,20.3
"Female",169,67.5,23.6
"Female",164,66.6,24.8
"Female",154,51.5,21.7
"Female",162,63.7,24.3
"Female",155,53.4,22.2
"Female",165,63.9,23.5
"Female",167,68.7,24.6
"Female",159,57.8,22.9
"Female",161,51.9,20
"Female",159,54.7,21.6
"Female",179,73.6,23
"Female",159,54.2,21.4
"Female",171,76,26
"Female",151,50.3,22.1
"Female",162,59.1,22.5
"Female",162,63.7,24.3
"Female",168,64.9,23
"Female",156,61.3,25.2
"Female",159,61.5,24.3
"Female",157,50.2,20.4
"Female",168,62.2,22
"Female",162,60.9,23.2
"Female",160,62,24.2
"Female",162,65.5,25
"Female",170,69.4,24
"Female",168,68.5,24.3
"Female",163,73.8,27.8
"Female",156,54.1,22.2
"Female",170,75,26
"Female",153,55.5,23.7
"Female",166,61.1,22.2
"Female",159,61.7,24.4
"Female",156,52.2,21.4
"Female",162,62.6,23.9
"Female",154,46.8,19.7
"Female",164,73.7,27.4
"Female",167,65.8,23.6
"Female",171,76.8,26.3
"Female",157,65.7,26.7
"Female",146,44.8,21
"Female",168,71.7,25.4
"Female",167,79.3,28.4
"Female",149,41.3,18.6
"Female",168,79.4,28.1
"Female",150,46.5,20.7
"Female",173,66.8,22.3
"Female",173,75.2,25.1
"Female",163,68.3,25.7
"Female",165,64,23.5
"Female",153,49.7,21.2
"Female",155,56.1,23.4
"Female",176,76.6,24.7
"Female",170,69.4,24
"Female",157,58.9,23.9
"Female",168,78,27.6
"Female",142,42.9,21.3
"Female",173,79.5,26.6
"Female",161,63.2,24.4
"Female",156,45.7,18.8
"Female",174,80.2,26.5
"Female",156,55.7,22.9
"Female",174,78.3,25.9
"Female",166,66.7,24.2
"Female",143,36.5,17.8
"Female",171,79.8,27.3
"Female",162,66.1,25.2
"Female",165,62.8,23.1
"Female",156,59.2,24.3
"Female",161,63.1,24.3
"Female",149,46.3,20.9
"Female",173,71.7,24
"Female",162,67.5,25.7
"Female",169,67.4,23.6
"Female",151,59,25.9
"Female",163,62.5,23.5
"Female",157,68.8,27.9
"Female",172,69.9,23.6
"Female",151,60.3,26.4
"Female",159,56.3,22.3
"Female",167,64.8,23.2
"Female",154,60.4,25.5
"Female",171,72,24.6
"Female",160,51.9,20.3
"Female",161,58.1,22.4
"Female",171,74.2,25.4
"Female",159,58.5,23.1
"Female",160,64.1,25
"Female",158,53.9,21.6
"Female",154,54.9,23.1
"Female",158,53.2,21.3
"Female",154,53.4,22.5
"Female",158,59.7,23.9
"Female",164,64.4,23.9
"Female",166,67.2,24.4
"Female",170,69.1,23.9
"Female",152,49.3,21.3
"Female",168,76.7,27.2
"Female",172,68.4,23.1
"Female",150,45.8,20.4
"Female",176,74.8,24.1
"Female",170,63.4,21.9
"Female",163,65.8,24.8
"Female",161,62.3,24
"Female",159,62.6,24.8
"Female",164,71.7,26.7
"Female",161,63.6,24.5
"Female",161,53.6,20.7
"Female",163,54.5,20.5
"Female",153,48.1,20.5
"Female",165,55.6,20.4
"Female",169,64.9,22.7
"Female",163,63.6,23.9
"Female",166,67.5,24.5
"Female",158,60.5,24.2
"Female",154,58.3,24.6
"Female",164,61.3,22.8
"Female",169,68.5,24
"Female",175,75.8,24.8
"Female",157,53.4,21.7
"Female",158,53.8,21.6
"Female",156,63.5,26.1
"Female",164,56.5,21
"Female",162,63.5,24.2
"Female",168,72.8,25.8
"Female",164,68.5,25.5
"Female",164,61.8,23
"Female",172,69.5,23.5
"Female",162,65.7,25
"Female",176,76.3,24.6
"Female",172,66.2,22.4
"Female",154,50.1,21.1
"Female",152,53.3,23.1
"Female",151,48.7,21.4
"Female",174,79.4,26.2
"Female",167,72,25.8
"Female",173,74.8,25
"Female",171,68.8,23.5
"Female",161,57.5,22.2
"Female",162,57.3,21.8
"Female",170,72.8,25.2
"Female",159,57.5,22.7
"Female",171,69.6,23.8
"Female",160,57.2,22.3
"Female",158,62.3,25
"Female",147,48.9,22.6
"Female",161,55,21.2
"Female",158,62.4,25
"Female",158,57.6,23.1
"Female",162,68,25.9
"Female",175,75.7,24.7
"Female",165,67.5,24.8
"Female",156,52.9,21.7
"Female",157,55.2,22.4
"Female",164,66.7,24.8
"Female",154,49.8,21
"Female",166,63.7,23.1
"Female",161,61.6,23.8
"Female",165,64.8,23.8
"Female",162,63.2,24.1
"Female",160,59.7,23.3
"Female",161,67.6,26.1
"Female",164,62.1,23.1
"Female",165,62.5,23
"Female",163,62.8,23.6
"Female",157,53.4,21.7
"Female",159,55.6,22
"Female",172,66,22.3
"Female",168,76.3,27
"Female",149,49.5,22.3
"Female",157,58.5,23.7
"Female",149,46.7,21
"Female",165,65.7,24.1
"Female",147,41.5,19.2
"Female",173,70.2,23.5
"Female",153,48.6,20.8
"Female",167,70.7,25.4
"Female",162,63,24
"Female",172,68.4,23.1
"Female",171,76.4,26.1
"Female",165,57.1,21
"Female",158,59.5,23.8
"Female",164,76.6,28.5
"Female",165,64.9,23.8
"Female",163,72,27.1
"Female",159,56.4,22.3
"Female",162,50.2,19.1
"Female",165,58.6,21.5
"Female",169,71.6,25.1
"Female",173,73.8,24.7
"Female",160,62.2,24.3
"Female",162,55.4,21.1
"Female",148,43.8,20
"Female",158,51.4,20.6
"Female",171,70.6,24.1
"Female",157,61.1,24.8
"Female",157,61,24.7
"Female",160,59.2,23.1
"Female",167,66.5,23.8
"Female",157,58.8,23.9
"Female",157,54.7,22.2
"Female",167,66.1,23.7
"Female",151,53.3,23.4
"Female",164,60.5,22.5
"Female",162,76.7,29.2
"Female",154,59.1,24.9
"Female",167,71.3,25.6
"Female",151,39.4,17.3
"Female",170,69,23.9
"Female",162,55.4,21.1
"Female",167,62.2,22.3
"Female",171,66.3,22.7
"Female",165,68.3,25.1
"Female",168,67.6,24
"Female",162,54.9,20.9
"Female",157,64.1,26
"Female",158,58.4,23.4
"Female",169,56.4,19.7
"Female",156,63.7,26.2
"Female",173,64.8,21.7
"Female",164,66.3,24.7
"Female",164,64.9,24.1
"Female",159,59,23.3
"Female",176,76.3,24.6
"Female",155,52.1,21.7
"Female",167,76.1,27.3
"Female",178,75.2,23.7
"Female",164,64.3,23.9
"Female",158,58.7,23.5
"Female",166,74.4,27
"Female",167,59.8,21.4
"Female",154,54.1,22.8
"Female",164,60.4,22.5
"Female",173,68.5,22.9
"Female",163,64.2,24.2
"Female",163,64.3,24.2
"Female",164,67.7,25.2
"Female",160,54.1,21.1
"Female",155,61.5,25.6
"Female",157,55.7,22.6
"Female",167,63.4,22.7
"Female",174,76.4,25.2
"Female",157,57.2,23.2
"Female",164,61.5,22.9
"Female",154,49.8,21
"Female",167,70.8,25.4
"Female",159,49.5,19.6
"Female",155,52.1,21.7
"Female",165,71.1,26.1
"Female",146,39.7,18.6
"Female",151,55.8,24.5
"Female",158,54.4,21.8
"Female",152,51.7,22.4
"Female",158,55,22
"Female",159,54.2,21.4
"Female",174,73.2,24.2
"Female",155,63.9,26.6
"Female",158,58.5,23.4
"Female",150,48.4,21.5
"Female",156,55.3,22.7
"Female",174,81.3,26.9
"Female",165,58.2,21.4
"Female",160,55.2,21.6
"Female",152,58,25.1
"Female",157,60.5,24.5
"Female",156,46.7,19.2
"Female",157,57.7,23.4
"Female",159,53.8,21.3
"Female",166,65.6,23.8
"Female",158,52.1,20.9
"Female",152,43.9,19
"Female",166,71.9,26.1
"Female",163,65.8,24.8
"Female",163,63.7,24
"Female",159,64.7,25.6
"Female",159,64.8,25.6
"Female",169,66,23.1
"Female",173,74.1,24.8
"Female",158,62.1,24.9
"Female",167,68.5,24.6
"Female",161,63.8,24.6
"Female",167,64.1,23
"Female",144,40.3,19.4
"Female",147,41.9,19.4
"Female",174,77.6,25.6
"Female",162,69.4,26.4
"Female",160,63.1,24.6
"Female",172,74.8,25.3
"Female",169,72.6,25.4
"Female",158,62,24.8
"Female",154,44.4,18.7
"Female",161,61.8,23.8
"Female",170,72.9,25.2
"Female",171,77.3,26.4
"Female",167,72.3,25.9
"Female",159,64.8,25.6
"Female",161,62.2,24
"Female",167,71,25.5
"Female",165,65.7,24.1
"Female",153,49.9,21.3
"Female",180,79.8,24.6
"Female",152,48.7,21.1
"Female",158,62.3,25
"Female",168,66.9,23.7
"Female",167,67.3,24.1
"Female",150,44.7,19.9
"Female",162,60.3,23
"Female",160,59.3,23.2
"Female",154,48.5,20.5
"Female",160,50.6,19.8
"Female",159,54.3,21.5
"Female",158,55.8,22.4
"Female",162,56.9,21.7
"Female",155,56.7,23.6
"Female",169,61.6,21.6
"Female",153,61.1,26.1
"Female",159,58.7,23.2
"Female",160,63.2,24.7
"Female",156,53.6,22
"Female",163,55.3,20.8
"Female",158,49.6,19.9
"Female",166,67.8,24.6
"Female",173,73.4,24.5
"Female",167,61.8,22.2
"Female",166,63.5,23
"Female",162,65.4,24.9
"Female",165,61.1,22.4
"Female",159,60.2,23.8
"Female",168,73.9,26.2
"Female",154,55.2,23.3
"Female",165,67.9,24.9
"Female",158,59.9,24
"Female",161,66.7,25.7
"Female",155,57.7,24
"Female",163,57.7,21.7
"Female",168,69.7,24.7
"Female",145,45.1,21.5
"Female",161,59.4,22.9
"Female",150,48.1,21.4
"Female",164,69,25.7
"Female",169,69.3,24.3
"Female",164,59.3,22
"Female",169,70,24.5
"Female",164,68.9,25.6
"Female",152,60.5,26.2
"Female",161,70.8,27.3
"Female",162,66.6,25.4
"Female",166,73.2,26.6
"Female",169,67.2,23.5
"Female",165,61.2,22.5
"Female",170,68.7,23.8
"Female",167,68.3,24.5
"Female",162,60.6,23.1
"Female",159,62.4,24.7
"Female",168,64.1,22.7
"Female",158,61.6,24.7
"Female",161,61.1,23.6
"Female",164,59.5,22.1
"Female",163,63.2,23.8
"Female",161,56.3,21.7
"Female",164,66.8,24.8
"Female",162,68.1,25.9
"Female",155,50.7,21.1
"Female",160,53.1,20.7
"Female",163,62.4,23.5
"Female",156,46.6,19.1
"Female",163,64.6,24.3
"Female",156,59.6,24.5
"Female",167,62.1,22.3
"Female",163,61.2,23
"Female",172,66.9,22.6
"Female",144,40.6,19.6
"Female",148,44.8,20.5
"Female",153,57,24.3
"Female",151,57,25
"Female",167,60.5,21.7
"Female",160,59.5,23.2
"Female",160,54.5,21.3
"Female",166,62.7,22.8
"Female",171,67.6,23.1
"Female",153,55.4,23.7
"Female",159,66.2,26.2
"Female",164,63.5,23.6
"Female",162,56.5,21.5
"Female",161,62.6,24.2
"Female",159,56,22.2
"Female",160,58.9,23
"Female",160,54.6,21.3
"Female",156,59.3,24.4
"Female",165,64.6,23.7
"Female",154,55.3,23.3
"Female",162,57.6,21.9
"Female",166,68.3,24.8
"Female",173,73.7,24.6
"Female",158,58.2,23.3
"Female",170,57.3,19.8
"Female",166,58.6,21.3
"Female",165,66.2,24.3
"Female",156,55.6,22.8
"Female",164,67.2,25
"Female",158,53.1,21.3
"Female",157,54.4,22.1
"Female",163,64.1,24.1
"Female",158,62.4,25
"Female",150,48.9,21.7
"Female",166,67.9,24.6
"Female",162,57.9,22.1
"Female",170,63.7,22
"Female",150,50.8,22.6
"Female",150,51.5,22.9
"Female",155,49.9,20.8
"Female",167,60.9,21.8
"Female",169,71.1,24.9
"Female",146,43.6,20.5
"Female",157,52,21.1
"Female",166,65.1,23.6
"Female",176,74.4,24
"Female",163,69.9,26.3
"Female",162,57.8,22
"Female",168,64.4,22.8
"Female",166,65.3,23.7
"Female",157,56.6,23
"Female",170,76.5,26.5
"Female",160,62.3,24.3
"Female",158,61.2,24.5
"Female",170,68.7,23.8
"Female",162,56.6,21.6
"Female",170,75,26
"Female",169,65.4,22.9
"Female",149,46.3,20.9
"Female",160,62.6,24.5
"Female",165,55.7,20.5
"Female",160,56.5,22.1
"Female",158,60.7,24.3
"Female",164,58.7,21.8
"Female",161,72.5,28
"Female",163,64.5,24.3
"Female",158,59.2,23.7
"Female",155,47,19.6
"Female",171,64.8,22.2
"Female",181,79.4,24.2
"Female",154,49.1,20.7
"Female",159,56.7,22.4
"Female",157,49,19.9
"Female",158,56.1,22.5
"Female",163,52.8,19.9
"Female",153,58,24.8
"Female",173,73.2,24.5
"Female",166,61.1,22.2
"Female",167,67.4,24.2
"Female",151,48.4,21.2
"Female",165,58.9,21.6
"Female",167,72.5,26
"Female",151,49.2,21.6
"Female",168,64.7,22.9
"Female",166,69.2,25.1
"Female",167,63.8,22.9
"Female",159,60.7,24
"Female",169,73.5,25.7
"Female",165,59.9,22
"Female",166,58.7,21.3
"Female",171,72.3,24.7
"Female",163,67.3,25.3
"Female",163,64.6,24.3
"Female",155,54.6,22.7
"Female",173,71.8,24
"Female",161,57.1,22
"Female",167,72.5,26
"Female",165,70.8,26
"Female",157,54.7,22.2
"Female",176,77.2,24.9
"Female",166,69.8,25.3
"Female",165,64.8,23.8
"Female",165,69.7,25.6
"Female",157,65.6,26.6
"Female",162,56.8,21.6
"Female",162,63.9,24.3
"Female",154,52.9,22.3
"Female",163,71,26.7
"Female",174,70.9,23.4
"Female",156,62.6,25.7
"Female",155,51.3,21.4
"Female",163,64,24.1
"Female",173,66,22.1
"Female",170,73.5,25.4
"Female",178,71.8,22.7
"Female",155,59.6,24.8
"Female",160,65,25.4
"Female",172,80.5,27.2
"Female",156,55.7,22.9
"Female",168,70.9,25.1
"Female",176,76,24.5
"Female",154,57.8,24.4
"Female",157,64.2,26
"Female",162,63.4,24.2
"Female",158,49.1,19.7
"Female",166,65.2,23.7
"Female",166,68.7,24.9
"Female",166,65.7,23.8
"Female",167,74.9,26.9
"Female",142,47.1,23.4
"Female",149,42.2,19
"Female",162,64.6,24.6
"Female",160,65.9,25.7
"Female",165,65,23.9
"Female",161,50.1,19.3
"Female",163,65,24.5
"Female",161,62.4,24.1
"Female",168,69.6,24.7
"Female",153,59.3,25.3
"Female",177,72.5,23.1
"Female",171,73.3,25.1
"Female",159,60,23.7
"Female",165,61.9,22.7
"Female",157,51.6,20.9
"Female",163,66.6,25.1
"Female",155,53.9,22.4
"Female",164,63.9,23.8
"Female",163,64,24.1
"Female",168,71.9,25.5
"Female",152,45.2,19.6
"Female",163,61.5,23.1
"Female",163,60.9,22.9
"Female",157,55.5,22.5
"Female",163,63.2,23.8
"Female",167,69,24.7
"Female",160,55.4,21.6
"Female",175,76.2,24.9
"Female",178,84.8,26.8
"Female",158,65.7,26.3
"Female",152,50.8,22
"Female",160,55.6,21.7
"Female",157,50.1,20.3
"Female",163,62.1,23.4
"Female",154,56.6,23.9
"Female",163,60.3,22.7
"Female",162,63.5,24.2
"Female",168,69.7,24.7
"Female",172,69.3,23.4
"Female",172,72.7,24.6
"Female",148,43.7,20
"Female",156,52.3,21.5
"Female",160,68.6,26.8
"Female",160,62.7,24.5
"Female",163,57.7,21.7
"Female",159,65,25.7
"Female",163,65.3,24.6
"Female",167,75.5,27.1
"Female",169,64,22.4
"Female",158,55.9,22.4
"Female",156,62.2,25.6
"Female",154,51.5,21.7
"Female",154,49.6,20.9
"Female",153,54,23.1
"Female",144,44.2,21.3
"Female",156,58.2,23.9
"Female",152,49.9,21.6
"Female",177,78.7,25.1
"Female",170,61.7,21.3
"Female",149,43.8,19.7
"Female",154,53.2,22.4
"Female",157,57.8,23.4
"Female",170,73.9,25.6
"Female",155,59.7,24.8
"Female",160,61.1,23.9
"Female",169,71.5,25
"Female",167,72.5,26
"Female",154,45.6,19.2
"Female",160,54.9,21.4
"Female",167,74.6,26.7
"Female",150,41.6,18.5
"Female",161,59.6,23
"Female",169,68.7,24.1
"Female",165,63.5,23.3
"Female",152,53.7,23.2
"Female",158,58.4,23.4
"Female",174,78.5,25.9
"Female",171,78.3,26.8
"Female",159,57.7,22.8
"Female",154,57.1,24.1
"Female",149,54.2,24.4
"Female",165,62.5,23
"Female",179,89,27.8
"Female",168,63.7,22.6
"Female",159,61.1,24.2
"Female",154,53.7,22.6
"Female",165,64.9,23.8
"Female",157,64.4,26.1
"Female",165,67.8,24.9
"Female",161,67.6,26.1
"Female",164,55.6,20.7
"Female",157,67.1,27.2
"Female",153,49,20.9
"Female",151,41.8,18.3
"Female",170,61.2,21.2
"Female",160,64,25
"Female",166,67.7,24.6
"Female",160,65,25.4
"Female",161,61.6,23.8
"Female",166,69.6,25.3
"Female",153,58,24.8
"Female",173,72.7,24.3
"Female",164,64.4,23.9
"Female",166,64.2,23.3
"Female",160,59.5,23.2
"Female",170,73.3,25.4
"Female",156,45.9,18.9
"Female",165,60.5,22.2
"Female",166,58.6,21.3
"Female",165,62.5,23
"Female",165,70,25.7
"Female",153,53.5,22.9
"Female",177,71.2,22.7
"Female",146,57.1,26.8
"Female",156,58.3,24
"Female",146,47.7,22.4
"Female",167,65.2,23.4
"Female",160,54.7,21.4
"Female",175,75.5,24.7
"Female",163,66.6,25.1
"Female",151,58.5,25.7
"Female",163,68.7,25.9
"Female",167,72.3,25.9
"Female",158,55.6,22.3
"Female",160,55.8,21.8
"Female",154,51.1,21.5
"Female",154,52.1,22
"Female",153,52.7,22.5
"Female",149,43.4,19.5
"Female",163,67.2,25.3
"Female",154,51.4,21.7
"Female",168,68.6,24.3
"Female",167,65.4,23.5
"Female",156,58.9,24.2
"Female",161,68.3,26.3
"Female",157,56.8,23
"Female",163,61.6,23.2
"Female",164,67.3,25
"Female",161,61.2,23.6
"Female",159,50.4,19.9
"Female",160,56.4,22
"Female",159,56.2,22.2
"Female",151,50.7,22.2
"Female",164,57.9,21.5
"Female",154,59,24.9
"Female",162,61.6,23.5
"Female",152,46.6,20.2
"Female",161,58.9,22.7
"Female",174,77.2,25.5
"Female",169,72.4,25.3
"Female",169,66.6,23.3
"Female",165,62,22.8
"Female",177,80.7,25.8
"Female",160,59.4,23.2
"Female",154,52.1,22
"Female",150,46.9,20.8
"Female",152,51.9,22.5
"Female",159,54.1,21.4
"Female",156,55.7,22.9
"Female",171,74.6,25.5
"Female",165,63.7,23.4
"Female",159,55.1,21.8
"Female",169,68,23.8
"Female",158,50.4,20.2
"Female",166,61.9,22.5
"Female",172,70.9,24
"Female",162,75.3,28.7
"Female",156,48.7,20
"Female",168,62.8,22.3
"Female",163,60.9,22.9
"Female",160,53,20.7
"Female",148,46.2,21.1
"Female",160,54.5,21.3
"Female",151,50,21.9
"Female",160,57.5,22.5
"Female",161,59.2,22.8
"Female",158,61.9,24.8
"Female",160,60,23.4
"Female",165,69.7,25.6
"Female",174,75.3,24.9
"Female",160,59,23
"Female",161,56.3,21.7
"Female",162,59.4,22.6
"Female",148,48.6,22.2
"Female",147,39.1,18.1
"Female",166,63.1,22.9
"Female",158,55.4,22.2
"Female",159,52.1,20.6
"Female",162,63.8,24.3
"Female",153,57.9,24.7
"Female",172,71.6,24.2
"Female",148,38.9,17.8
"Female",155,54.6,22.7
"Female",170,64.8,22.4
"Female",154,48.4,20.4
"Female",157,55.9,22.7
"Female",159,57.5,22.7
"Female",157,53,21.5
"Female",155,52.2,21.7
"Female",168,73.6,26.1
"Female",155,50.3,20.9
"Female",154,50.7,21.4
"Female",168,69.7,24.7
"Female",164,63.1,23.5
"Female",161,64.2,24.8
"Female",158,59.6,23.9
"Female",160,56.7,22.1
"Female",164,60.2,22.4
"Female",164,60.6,22.5
"Female",161,65.6,25.3
"Female",160,55.8,21.8
"Female",161,66.3,25.6
"Female",163,67.9,25.6
"Female",163,63,23.7
"Female",160,61.7,24.1
