"country","cur_name","cur_code","city","urban_class","wage_eur","cap_eur","cap_index","milk_eur"
"UK","Pound Sterling","GBP","","Rural",15.7148775,3.957821,0.251851851851852,1.69
"UK","Pound Sterling","GBP","Bournemouth","Urban",15.132845,3.957821,0.261538461538462,1.69
"UK","Pound Sterling","GBP","Birmingham","Urban",15.7148775,3.957821,0.251851851851852,1.69
"UK","Pound Sterling","GBP","Bolton","Urban",14.25979625,3.957821,0.277551020408163,1.69
"UK","Pound Sterling","GBP","Manchester","Urban",16.02917505,3.957821,0.246913580246914,1.69
"UK","Pound Sterling","GBP","Newcastle","Urban",14.21323365,3.957821,0.278460278460278,1.69
"UK","Pound Sterling","GBP","Newcastle","Urban",14.44604665,3.957821,0.273972602739726,1.69
"UK","Pound Sterling","GBP","Bristol","Urban",15.132845,3.957821,0.261538461538462,1.69
"UK","Pound Sterling","GBP","","Rural",14.84182875,3.957821,0.266666666666667,1.69
"UK","Pound Sterling","GBP","","Urban",14.21323365,3.957821,0.278460278460278,1.69
"Romania","Romanian Leu","RON","Bucharest","Urban",5.4802306,3.79912,0.693240901213172,1.58
"USA","US dollar","USD","Knoxville","Suburban",9.59442,3.9598788,0.412727272727273,1.06
"UK","Pound Sterling","GBP","Glasgow","Urban",14.25979625,3.94618035,0.276734693877551,1.69
"USA","US dollar","USD","Montclair","Urban",13.95552,3.9511566,0.283125,1.06
"Australia","Australian Dollar","AUD","Canberra","Urban",20.0480319,4.033185,0.201176106468586,1.77
"Australia","Australian Dollar","AUD","Ballarat","Urban",18.6147,4.033185,0.216666666666667,1.77
"Australia","Australian Dollar","AUD","Uluru","Rural",19.23519,4.033185,0.209677419354839,1.77
"Australia","Australian Dollar","AUD","Melbourne","Suburban",19.85568,4.033185,0.203125,1.77
"Australia","Australian Dollar","AUD","Sydney","Suburban",22.33764,4.033185,0.180555555555556,1.77
"Australia","Australian Dollar","AUD","Melbourne","Urban",21.71715,4.033185,0.185714285714286,1.77
"Germany","Euro","EUR","","Urban",15,3.9,0.26,1.35
"Germany","Euro","EUR","Landsberg am Lech","Urban",14,3.9,0.278571428571429,1.35
"Germany","Euro","EUR","Düsseldorf",NA,13.9,3.9,0.280575539568345,1.35
"Germany","Euro","EUR","Würzburg","Urban",14,3.9,0.278571428571429,1.35
"Germany","Euro","EUR","Bremen","Urban",14,3.9,0.278571428571429,1.35
"Germany","Euro","EUR","Jena","Urban",14,3.9,0.278571428571429,1.35
"Ireland","Euro","EUR","","Rural",14.75,3.9,0.264406779661017,1.62
"Belgium","Euro","EUR","Antwerp","Urban",15,3.9,0.26,1.33
"Finland","Euro","EUR","Mikkeli","Urban",15.6,3.9,0.25,1.37
"Germany","Euro","EUR","Berlin","Urban",14,3.9,0.278571428571429,1.35
"Germany","Euro","EUR","Munich","Urban",23,3.9,0.169565217391304,1.35
"Germany","Euro","EUR","Regensburg","Urban",15,3.9,0.26,1.35
"Germany","Euro","EUR","Hamburg","Urban",14,3.9,0.278571428571429,1.35
"Germany","Euro","EUR","Coburg","Urban",13.9,3.9,0.280575539568345,1.35
"Ireland","Euro","EUR","","Rural",14.5,3.9,0.268965517241379,1.62
"Ireland","Euro","EUR","Dublin","Urban",17,3.9,0.229411764705882,1.62
"Ireland","Euro","EUR","","Suburban",15.5,3.9,0.251612903225806,1.62
"Austria","Euro","EUR","Vienna","Urban",10.6,3.9,0.367924528301887,1.74
"Austria","Euro","EUR","Vienna","Urban",14,3.9,0.278571428571429,1.74
"Belgium","Euro","EUR","Ghent","Urban",16.88,3.9,0.231042654028436,1.33
"Belgium","Euro","EUR","","Urban",19.5,3.9,0.2,1.33
"France","Euro","EUR","Lyon","Urban",13,3.9,0.3,1.37
"Germany","Euro","EUR","Oldenburg","Urban",13.9,3.9,0.280575539568345,1.35
"Germany","Euro","EUR","","Urban",16,3.9,0.24375,1.35
"Germany","Euro","EUR","Cologne","Urban",13.9,3.9,0.280575539568345,1.35
"Germany","Euro","EUR","Karlsruhe","Urban",15.5,3.9,0.251612903225806,1.35
"Germany","Euro","EUR","Munich","Urban",16,3.9,0.24375,1.35
"Germany","Euro","EUR","Karlsruhe","Rural",14,3.9,0.278571428571429,1.35
"Germany","Euro","EUR","Münster","Urban",14.21,3.9,0.274454609429979,1.35
"Germany","Euro","EUR","Munich","Urban",18,3.9,0.216666666666667,1.35
"Germany","Euro","EUR","Saarbrücken","Urban",16,3.9,0.24375,1.35
"Germany","Euro","EUR","Giessen","Urban",17,3.9,0.229411764705882,1.35
"Germany","Euro","EUR","Erfurt","Urban",15.32,3.9,0.254569190600522,1.35
"Ireland","Euro","EUR","Galway","Suburban",14.75,3.9,0.264406779661017,1.62
"Netherlands","Euro","EUR","Rotterdam","Urban",17.62,3.9,0.221339387060159,1.35
"Netherlands","Euro","EUR","Maastricht","Urban",14.4,3.9,0.270833333333333,1.35
"Netherlands","Euro","EUR","Amsterdam","Urban",17,3.9,0.229411764705882,1.35
"Germany","Euro","EUR","Freiburg","Urban",14.5,3.9,0.268965517241379,1.35
"Germany","Euro","EUR","Karlsruhe","Urban",13.9,3.9,0.280575539568345,1.35
"Germany","Euro","EUR","Hamburg","Urban",15,3.9,0.26,1.35
"Germany","Euro","EUR","Freiburg im Breisgau","Urban",13.5,3.9,0.288888888888889,1.35
"Germany","Euro","EUR","Überlingen","Rural",18,3.9,0.216666666666667,1.35
"Germany","Euro","EUR","Hamburg","Urban",22,3.9,0.177272727272727,1.35
"Germany","Euro","EUR","Hamburg","Urban",18,3.9,0.216666666666667,1.35
"Germany","Euro","EUR","Hamburg","Urban",20,3.9,0.195,1.35
"Ireland","Euro","EUR","Castlebar","Suburban",16,3.9,0.24375,1.62
"Latvia","Euro","EUR","Riga","Urban",4.5,3.9,0.866666666666667,1.26
"Hungary","Forint","HUF","Budapest","Urban",9.8681364,4.16654648,0.422222222222222,1.23
"USA","US dollar","USD","Washington DC","Urban",15.69996,3.92499,0.25,1.06
"USA","US dollar","USD","Austin, Texas","Urban",11.33886,3.92499,0.346153846153846,1.06
"USA","US dollar","USD","DC","Urban",13.0833,3.92499,0.3,1.06
"USA","US dollar","USD","Cypress","Suburban",10.46664,3.92499,0.375,1.06
"USA","US dollar","USD","Pittsburgh, Pennsylvania","Urban",13.95552,3.92499,0.28125,1.06
"USA","US dollar","USD","Phoenixville","Suburban",14.39163,3.92499,0.272727272727273,1.06
"USA","US dollar","USD","Redlands","Suburban",17.4444,3.92499,0.225,1.06
"USA","US dollar","USD","Hayfork","Rural",14.740518,3.92499,0.266272189349112,1.06
"USA","US dollar","USD","Minneapolis","Urban",13.9293534,3.92499,0.281778334376957,1.06
"USA","US dollar","USD","Rockland","Suburban",14.39163,3.92499,0.272727272727273,1.06
"USA","US dollar","USD","Omaha, Nebraska","Suburban",17.226345,3.92499,0.227848101265823,1.06
"USA","US dollar","USD","Carmel, Indiana","Suburban",11.33886,3.92499,0.346153846153846,1.06
"USA","US dollar","USD","Brownsville","Suburban",7.84998,3.92499,0.5,1.06
"USA","US dollar","USD","","Rural",15.26385,3.92499,0.257142857142857,1.06
"USA","US dollar","USD","","Urban",13.0833,3.92499,0.3,1.06
"USA","US dollar","USD","Atlanta","Suburban",10.46664,3.92499,0.375,1.06
"USA","US dollar","USD","Greenville","Urban",15.69996,3.92499,0.25,1.06
"USA","US dollar","USD","Alpharetta","Urban",17.4444,3.92499,0.225,1.06
"USA","US dollar","USD","Rochester","Suburban",16.13607,3.92499,0.243243243243243,1.06
"USA","US dollar","USD","San Francisco","Urban",20.93328,3.92499,0.1875,1.06
"USA","US dollar","USD","Salt Lake City","Urban",13.0833,3.92499,0.3,1.06
"USA","US dollar","USD","Seattle","Urban",20.06106,3.92499,0.195652173913043,1.06
"USA","US dollar","USD","Indianapolis","Suburban",22.67772,3.92499,0.173076923076923,1.06
"USA","US dollar","USD","Long Branch, NJ","Suburban",14.39163,3.92499,0.272727272727273,1.06
"USA","US dollar","USD","Milwaukee","Urban",14.39163,3.92499,0.272727272727273,1.06
"USA","US dollar","USD","Phoenix","Suburban",14.173575,3.92499,0.276923076923077,1.06
"USA","US dollar","USD","Austin","Urban",10.248585,3.92499,0.382978723404255,1.06
"USA","US dollar","USD","Lafayette, LA","Urban",8.7222,3.92499,0.45,1.06
"USA","US dollar","USD","New Hampshire","Rural",13.0833,3.92499,0.3,1.06
"USA","US dollar","USD","Houston, TX","Urban",10.46664,3.92499,0.375,1.06
"USA","US dollar","USD","Richmond, VA","Urban",16.57218,3.92499,0.236842105263158,1.06
"USA","US dollar","USD","Madison","Urban",13.0833,3.92499,0.3,1.06
"USA","US dollar","USD","St. Louis, MO","Suburban",15.69996,3.92499,0.25,1.06
"USA","US dollar","USD","San Diego California","Urban",15.69996,3.92499,0.25,1.06
"USA","US dollar","USD","Fort Worth","Suburban",12.21108,3.92499,0.321428571428571,1.06
"USA","US dollar","USD","Gainesville, FL","Suburban",9.59442,3.92499,0.409090909090909,1.06
"USA","US dollar","USD","Missoula, MT","Suburban",11.33886,3.92499,0.346153846153846,1.06
"USA","US dollar","USD","Sawyer, MI","Rural",10.46664,3.92499,0.375,1.06
"USA","US dollar","USD","Nashville, TN","Urban",11.33886,3.92499,0.346153846153846,1.06
"USA","US dollar","USD","Kokomo","Suburban",13.0833,3.92499,0.3,1.06
"USA","US dollar","USD","","Rural",9.15831,3.92499,0.428571428571429,1.06
"USA","US dollar","USD","Naugatuck, CT","Suburban",14.260797,3.92499,0.275229357798165,1.06
"USA","US dollar","USD","Milwaukee","Urban",12.21108,3.92499,0.321428571428571,1.06
"USA","US dollar","USD","Dallas","Urban",10.46664,3.92499,0.375,1.06
"USA","US dollar","USD","Bismarck, ND","Urban",10.90275,3.92499,0.36,1.06
"USA","US dollar","USD","Chicago","Urban",15.69996,3.92499,0.25,1.06
"USA","US dollar","USD","Austin","Urban",8.7222,3.92499,0.45,1.06
"USA","US dollar","USD","Milwaukee, WI","Urban",10.46664,3.92499,0.375,1.06
"USA","US dollar","USD","Portland, OR","Urban",15.69996,3.92499,0.25,1.06
"USA","US dollar","USD","San Luis Obispo","Urban",14.39163,3.92499,0.272727272727273,1.06
"USA","US dollar","USD","Duluth MN","Urban",12.0191916,3.92499,0.32656023222061,1.06
"USA","US dollar","USD","Columbus, OH","Urban",10.90275,3.92499,0.36,1.06
"USA","US dollar","USD","Lexington, KY","Urban",16.354125,3.92499,0.24,1.06
"USA","US dollar","USD","Madison, WI","Urban",18.31662,3.92499,0.214285714285714,1.06
"USA","US dollar","USD","Mission Viejo","Suburban",17.4444,3.92499,0.225,1.06
"USA","US dollar","USD","Minneapolis","Urban",18.31662,3.92499,0.214285714285714,1.06
"USA","US dollar","USD","Portland, OR","Urban",14.39163,3.92499,0.272727272727273,1.06
"USA","US dollar","USD","Uniontown, OH","Suburban",11.33886,3.92499,0.346153846153846,1.06
"USA","US dollar","USD","Denver, CO","Suburban",24.42216,3.92499,0.160714285714286,1.06
"USA","US dollar","USD","Athens, GA","Suburban",6.54165,3.92499,0.6,1.06
"USA","US dollar","USD","Omaha","Urban",11.33886,3.92499,0.346153846153846,1.06
"USA","US dollar","USD","Waitsburg, WA","Rural",15.26385,3.92499,0.257142857142857,1.06
"USA","US dollar","USD","Orlando","Urban",12.21108,3.92499,0.321428571428571,1.06
"USA","US dollar","USD","Kansas City","Urban",20.93328,3.92499,0.1875,1.06
"USA","US dollar","USD","Orange County","Urban",15.69996,3.92499,0.25,1.06
"USA","US dollar","USD","Chicago","Urban",14.39163,3.92499,0.272727272727273,1.06
"USA","US dollar","USD","San Francisco","Urban",18.098565,3.92499,0.216867469879518,1.06
"USA","US dollar","USD","Knoxville","Suburban",10.684695,3.92499,0.36734693877551,1.06
"USA","US dollar","USD","Arlington, VA","Urban",20.49717,3.92499,0.191489361702128,1.06
"USA","US dollar","USD","Minneapolis","Urban",20.06106,3.92499,0.195652173913043,1.06
"USA","US dollar","USD","Arlington, VA","Urban",13.95552,3.92499,0.28125,1.06
"USA","US dollar","USD","Philadelphia","Urban",12.21108,3.92499,0.321428571428571,1.06
"USA","US dollar","USD","Gainesville, GA","Suburban",13.0833,3.92499,0.3,1.06
"USA","US dollar","USD","Pittsburgh","Urban",9.59442,3.92499,0.409090909090909,1.06
"USA","US dollar","USD","Portland, OR","Suburban",15.26385,3.92499,0.257142857142857,1.06
"USA","US dollar","USD","Fort Collins, CO","Suburban",11.77497,3.92499,0.333333333333333,1.06
"USA","US dollar","USD","Bozeman","Urban",12.21108,3.92499,0.321428571428571,1.06
"USA","US dollar","USD","Portland","Urban",14.39163,3.92499,0.272727272727273,1.06
"USA","US dollar","USD","Albany NY","Suburban",17.4444,3.92499,0.225,1.06
"USA","US dollar","USD","Atlanta","Urban",15.69996,3.92499,0.25,1.06
"USA","US dollar","USD","Fairlee, VT","Rural",13.95552,3.92499,0.28125,1.06
"Czechia","Czech Koruna","CZK","Prague","Urban",6.98411,3.902885,0.558823529411765,1.2
"Czechia","Czech Koruna","CZK","Prague","Urban",9.03826,3.902885,0.431818181818182,1.2
"Sweden","Swedish Krona","SEK","Växjö","Urban",13.9810013,3.7164687,0.265822784810127,1.66
"USA","US dollar","USD","Wilmington, NC","Urban",9.943308,3.9162678,0.393859649122807,1.06
"UK","Pound Sterling","GBP","London","Urban",11.64065,3.89961775,0.335,1.69
"UK","Pound Sterling","GBP","Liverpool","Urban",11.64065,3.89961775,0.335,1.69
"Israel","New Israeli Sheqel","ILS","Be'er Sheva","Urban",10.9013526,4.0162878,0.368421052631579,2.49
"Poland","Zloty","PLN","Warsaw","Urban",7.563105,3.7815525,0.5,1.05
"Ireland","Euro","EUR","Dublin","Suburban",15.52,3.85,0.248067010309278,1.62
"Hungary","Forint","HUF","Budapest","Urban",7.6752172,4.1117235,0.535714285714286,1.23
"Singapore","Singapore Dollar","SGD","","Urban",8.528465,3.88898004,0.456,3.08
"USA","US dollar","USD","Boston","Urban",13.0833,3.881379,0.296666666666667,1.06
"USA","US dollar","USD","Milwaukee","Urban",12.2372466,3.881379,0.317177476835353,1.06
"USA","US dollar","USD","Milwaukee","Urban",14.914962,3.881379,0.260233918128655,1.06
"USA","US dollar","USD","Columbus","Suburban",13.95552,3.881379,0.278125,1.06
"Jamaica","Jamaican Dollar","JMD","Kingston","Urban",2.762269,3.8671766,1.4,NA
"USA","US dollar","USD","Pooler","Suburban",11.120805,3.8726568,0.348235294117647,1.06
"UK","Pound Sterling","GBP","Preston","Rural",14.25979625,3.8414145,0.269387755102041,1.69
"UK","Pound Sterling","GBP","Brighton","Urban",14.7836255,3.8414145,0.259842519685039,1.69
"UK","Pound Sterling","GBP","Newcastle","Urban",14.56245315,3.8414145,0.26378896882494,1.69
"USA","US dollar","USD","Atlanta, GA","Urban",9.59442,3.8464902,0.400909090909091,1.06
"Japan","Yen","JPY","Tokyo","Suburban",6.6324,3.8689,0.583333333333333,1.48
"USA","US dollar","USD","Ann Arbor","Urban",13.95552,3.837768,0.275,1.06
"USA","US dollar","USD","Chaimpaign, Illinois","Suburban",18.31662,3.837768,0.20952380952381,1.06
"Ireland","Euro","EUR","","Urban",15,3.8,0.253333333333333,1.62
"Latvia","Euro","EUR","Riga","Urban",6.25,3.8,0.608,1.26
"Netherlands","Euro","EUR","Bergen op Zoom","Urban",18,3.8,0.211111111111111,1.35
"Netherlands","Euro","EUR","Amsterdam","Urban",17,3.8,0.223529411764706,1.35
"Netherlands","Euro","EUR","Amsterdam","Urban",14,3.8,0.271428571428571,1.35
"Germany","Euro","EUR","Hamburg","Urban",14,3.8,0.271428571428571,1.35
"Germany","Euro","EUR","Berlin","Urban",16,3.8,0.2375,1.35
"Germany","Euro","EUR","Münster","Suburban",13.9,3.8,0.273381294964029,1.35
"Germany","Euro","EUR","Cologne","Urban",14,3.8,0.271428571428571,1.35
"Germany","Euro","EUR","Munich","Urban",14.4,3.8,0.263888888888889,1.35
"Netherlands","Euro","EUR","Amsterdam","Urban",16.72,3.8,0.227272727272727,1.35
"Netherlands","Euro","EUR","Amsterdam","Urban",14.8,3.8,0.256756756756757,1.35
"Belgium","Euro","EUR","Ghent","Urban",16,3.8,0.2375,1.33
"Belgium","Euro","EUR","Antwerp","Suburban",15,3.8,0.253333333333333,1.33
"France","Euro","EUR","","Suburban",9.86,3.8,0.385395537525355,1.37
"Germany","Euro","EUR","Münster","Urban",13.9,3.8,0.273381294964029,1.35
"Germany","Euro","EUR","Frankfurt","Suburban",14,3.8,0.271428571428571,1.35
"Germany","Euro","EUR","Munich","Urban",14,3.8,0.271428571428571,1.35
"Germany","Euro","EUR","Munich","Urban",20,3.8,0.19,1.35
"Germany","Euro","EUR","Berlin","Urban",13,3.8,0.292307692307692,1.35
"Germany","Euro","EUR","Berlin","Urban",14,3.8,0.271428571428571,1.35
"Germany","Euro","EUR","Berlin","Urban",15.5,3.8,0.245161290322581,1.35
"Germany","Euro","EUR","Leipzig","Urban",14.5,3.8,0.262068965517241,1.35
"Germany","Euro","EUR","Hamburg","Suburban",13.5,3.8,0.281481481481481,1.35
"Germany","Euro","EUR","Würzburg","Urban",19,3.8,0.2,1.35
"Germany","Euro","EUR","Aachen","Urban",13.9,3.8,0.273381294964029,1.35
"Germany","Euro","EUR","Heidelberg","Urban",13,3.8,0.292307692307692,1.35
"Greece","Euro","EUR","Rhodes","Suburban",6,3.8,0.633333333333333,1.75
"Ireland","Euro","EUR","Cork","Urban",14.5,3.8,0.262068965517241,1.62
"Ireland","Euro","EUR","","Rural",16.5,3.8,0.23030303030303,1.62
"Ireland","Euro","EUR","","Suburban",15.75,3.8,0.241269841269841,1.62
"Netherlands","Euro","EUR","The Hague","Urban",15.35,3.8,0.247557003257329,1.35
"Netherlands","Euro","EUR","Haarlem","Urban",15,3.8,0.253333333333333,1.35
"Netherlands","Euro","EUR","","Suburban",14.95,3.8,0.254180602006689,1.35
"France","Euro","EUR","Anglet","Urban",12.13,3.8,0.313272877164056,1.37
"Slovakia","Euro","EUR","Poprad","Suburban",9,3.8,0.422222222222222,1.11
"Canada","Canadian Dollar","CAD","Calgary","Urban",12.1411875,3.760655,0.30974358974359,2.24
"Canada","Canadian Dollar","CAD","Sherbrooke","Urban",12.4525,3.73575,0.3,2.24
"Canada","Canadian Dollar","CAD","Halifax","Urban",11.32554875,3.73575,0.329851566794942,2.24
"Canada","Canadian Dollar","CAD","Guelph","Urban",11.05159375,3.73575,0.338028169014085,2.24
"Canada","Canadian Dollar","CAD","Toronto","Urban",15.565625,3.73575,0.24,2.24
"Canada","Canadian Dollar","CAD","Montréal","Urban",10.8959375,3.73575,0.342857142857143,2.24
"Canada","Canadian Dollar","CAD","Nova Scotia","Rural",11.20725,3.73575,0.333333333333333,2.24
"Chile","Chilean Peso","CLP","Talcahuano","Urban",3.4125,3.6309,1.064,1.19
"USA","US dollar","USD","Chandler, AZ","Urban",13.95552,3.794157,0.271875,1.06
"USA","US dollar","USD","Rock Hill","Urban",10.684695,3.794157,0.355102040816327,1.06
"USA","US dollar","USD","Queen Creek","Urban",15.69996,3.794157,0.241666666666667,1.06
"USA","US dollar","USD","Greer, South Carolina","Suburban",17.488011,3.794157,0.216957605985037,1.06
"USA","US dollar","USD","Minneapolis","Suburban",25.29438,3.794157,0.15,1.06
"USA","US dollar","USD","O'Fallon, Missouri","Suburban",14.0514642,3.794157,0.270018621973929,1.06
"USA","US dollar","USD","Baton Rouge","Suburban",13.301355,3.794157,0.285245901639344,1.06
"USA","US dollar","USD","Little Rock, Arkansas","Suburban",17.2350672,3.794157,0.220141700404858,1.06
"USA","US dollar","USD","Phoenix","Suburban",14.173575,3.794157,0.267692307692308,1.06
"USA","US dollar","USD","Dallas","Suburban",16.57218,3.794157,0.228947368421053,1.06
"USA","US dollar","USD","Winston-Salem, NC","Suburban",17.4444,3.794157,0.2175,1.06
"USA","US dollar","USD","Lehi","Suburban",14.6881848,3.794157,0.258313539192399,1.06
"UK","Pound Sterling","GBP","","Urban",14.25979625,3.78321125,0.26530612244898,1.69
"USA","US dollar","USD","Salt Lake City","Suburban",10.46664,3.7854348,0.361666666666667,1.06
"USA","US dollar","USD","Nashville, TN","Urban",14.9062398,3.7854348,0.253949678174371,1.06
"USA","US dollar","USD","Columbia MO","Urban",11.993025,3.7854348,0.315636363636364,1.06
"Netherlands","Euro","EUR","Sittard","Urban",10,3.75,0.375,1.35
"Netherlands","Euro","EUR","Amsterdam","Urban",14.71,3.75,0.254928619986404,1.35
"Netherlands","Euro","EUR","Eindhoven","Suburban",14.4,3.75,0.260416666666667,1.35
"Netherlands","Euro","EUR","Elst","Suburban",14.71,3.75,0.254928619986404,1.35
"Netherlands","Euro","EUR","Rotterdam","Suburban",14,3.75,0.267857142857143,1.35
"Poland","Zloty","PLN","Gdańsk","Urban",7.104735,3.66696,0.516129032258065,1.05
"Poland","Zloty","PLN","Kraków","Urban",7.196409,3.66696,0.509554140127389,1.05
"Poland","Zloty","PLN","Kraków","Urban",5.729625,3.66696,0.64,1.05
"Poland","Zloty","PLN","Poznań","Urban",7.33392,3.66696,0.5,1.05
"Poland","Zloty","PLN","Warsaw","Urban",7.33392,3.66696,0.5,1.05
"Poland","Zloty","PLN","Kraków","Urban",6.967224,3.66696,0.526315789473684,1.05
"Poland","Zloty","PLN","Kolobrzeg","Urban",7.196409,3.66696,0.509554140127389,1.05
"Poland","Zloty","PLN","Gdańsk","Urban",7.196409,3.66696,0.509554140127389,1.05
"Poland","Zloty","PLN","Kraków","Urban",7.104735,3.66696,0.516129032258065,1.05
"Poland","Zloty","PLN","Opole","Suburban",7.196409,3.66696,0.509554140127389,1.05
"Poland","Zloty","PLN","Kraków","Urban",6.41718,3.66696,0.571428571428571,1.05
"Poland","Zloty","PLN","Gliwice","Urban",5.729625,3.66696,0.64,1.05
"Poland","Zloty","PLN","Warsaw","Urban",18.3348,3.66696,0.2,1.05
"Poland","Zloty","PLN","Wrocław","Urban",7.196409,3.66696,0.509554140127389,1.05
"Poland","Zloty","PLN","Łódź","Urban",7.196409,3.66696,0.509554140127389,1.05
"USA","US dollar","USD","Peoria","Urban",13.0833,3.7767126,0.288666666666667,1.06
"USA","US dollar","USD","Amarillo, TX","Urban",13.95552,3.7767126,0.270625,1.06
"USA","US dollar","USD","Philadelphia","Urban",8.068035,3.7679904,0.467027027027027,1.06
"Canada","Canadian Dollar","CAD","Toronto","Urban",10.9582,3.69216625,0.336931818181818,2.24
"Poland","Zloty","PLN","Żory",NA,6.9901425,3.6440415,0.521311475409836,1.05
"USA","US dollar","USD","Forest, VA","Suburban",13.0833,3.750546,0.286666666666667,1.06
"USA","US dollar","USD","Tulsa, OK","Urban",13.0833,3.750546,0.286666666666667,1.06
"Singapore","Singapore Dollar","SGD","Singapore","Urban",8.1873264,3.7525246,0.458333333333333,3.08
"Singapore","Singapore Dollar","SGD","","Urban",9.5518808,3.7525246,0.392857142857143,3.08
"Singapore","Singapore Dollar","SGD","","Urban",10.234158,3.7525246,0.366666666666667,3.08
"Singapore","Singapore Dollar","SGD","Singapore","Urban",5.4582176,3.7525246,0.6875,3.08
"Singapore","Singapore Dollar","SGD","","Urban",8.1873264,3.7525246,0.458333333333333,3.08
"Argentina","Argentine Peso","ARS","Buenos Aires","Urban",2.3104352,3.4656528,1.5,1.41
"USA","US dollar","USD","Lincoln","Urban",11.33886,3.7418238,0.33,1.06
"Germany","Euro","EUR","","Rural",12.82,3.7,0.288611544461779,1.35
"Belgium","Euro","EUR","Brussels","Urban",15,3.7,0.246666666666667,1.33
"Estonia","Euro","EUR","Tallinn","Suburban",8,3.7,0.4625,1.15
"Germany","Euro","EUR","Berlin","Urban",13.9,3.7,0.266187050359712,1.35
"Ireland","Euro","EUR","Cork","Urban",14.1,3.7,0.262411347517731,1.62
"Germany","Euro","EUR","Cologne","Urban",13,3.7,0.284615384615385,1.35
"Netherlands","Euro","EUR","Amsterdam","Urban",23,3.7,0.160869565217391,1.35
"Netherlands","Euro","EUR","Nijmegen","Urban",14.95,3.7,0.247491638795987,1.35
"Netherlands","Euro","EUR","Utrecht","Urban",14.71,3.7,0.251529571719918,1.35
"Germany","Euro","EUR","Cologne","Urban",15,3.7,0.246666666666667,1.35
"Germany","Euro","EUR","","Suburban",14,3.7,0.264285714285714,1.35
"Netherlands","Euro","EUR","Amsterdam","Suburban",23,3.7,0.160869565217391,1.35
"Netherlands","Euro","EUR","Amsterdam","Urban",15,3.7,0.246666666666667,1.35
"USA","US dollar","USD","Liberty, IN","Rural",6.97776,3.7331016,0.535,1.06
"UK","Pound Sterling","GBP","","Suburban",14.67885965,3.725008,0.253766851704996,1.69
"UK","Pound Sterling","GBP","","Rural",14.84182875,3.725008,0.250980392156863,1.69
"UK","Pound Sterling","GBP","Liverpool","Urban",15.65667425,3.725008,0.237918215613383,1.69
"UK","Pound Sterling","GBP","Poole, Dorset","Suburban",15.132845,3.725008,0.246153846153846,1.69
"UK","Pound Sterling","GBP","","Suburban",15.7148775,3.725008,0.237037037037037,1.69
"UK","Pound Sterling","GBP","Birmingham","Urban",14.434406,3.725008,0.258064516129032,1.69
"UK","Pound Sterling","GBP","Sunerland","Urban",15.132845,3.725008,0.246153846153846,1.69
"Sweden","Swedish Krona","SEK","Lund","Urban",15.927723,3.539494,0.222222222222222,1.66
"Czechia","Czech Koruna","CZK","Brno","Urban",6.57328,3.69747,0.5625,1.2
"USA","US dollar","USD","Clarksville, Tennessee","Suburban",13.0833,3.706935,0.283333333333333,1.06
"USA","US dollar","USD","Charleston","Suburban",11.77497,3.706935,0.314814814814815,1.06
"USA","US dollar","USD","Winfield","Suburban",11.77497,3.706935,0.314814814814815,1.06
"USA","US dollar","USD","","Suburban",6.323595,3.706935,0.586206896551724,1.06
"USA","US dollar","USD","Glendora, California","Suburban",17.00829,3.706935,0.217948717948718,1.06
"USA","US dollar","USD","San Antonio","Urban",7.84998,3.706935,0.472222222222222,1.06
"USA","US dollar","USD","San Diego","Urban",15.045795,3.706935,0.246376811594203,1.06
"USA","US dollar","USD","Fresno","Suburban",16.57218,3.706935,0.223684210526316,1.06
"USA","US dollar","USD","Albuquerque","Urban",10.46664,3.706935,0.354166666666667,1.06
"USA","US dollar","USD","Salem, Oregon","Suburban",13.126911,3.706935,0.282392026578073,1.06
"USA","US dollar","USD","Lake Zurich, IL","Suburban",13.95552,3.706935,0.265625,1.06
"USA","US dollar","USD","","Suburban",11.120805,3.706935,0.333333333333333,1.06
"USA","US dollar","USD","Belmont","Suburban",15.69996,3.706935,0.236111111111111,1.06
"USA","US dollar","USD","Ann Arbor","Suburban",18.31662,3.706935,0.202380952380952,1.06
"USA","US dollar","USD","Cincinnati","Urban",14.82774,3.706935,0.25,1.06
"USA","US dollar","USD","Newberg, Oregon","Suburban",14.173575,3.706935,0.261538461538462,1.06
"USA","US dollar","USD","Charlottesville","Urban",8.7222,3.706935,0.425,1.06
"USA","US dollar","USD","Johns Creek","Suburban",9.59442,3.706935,0.386363636363636,1.06
"USA","US dollar","USD","Iowa City, IA","Urban",15.045795,3.706935,0.246376811594203,1.06
"USA","US dollar","USD","Delmar NY","Rural",15.69996,3.706935,0.236111111111111,1.06
"USA","US dollar","USD","Jacksonville","Suburban",13.0833,3.706935,0.283333333333333,1.06
"USA","US dollar","USD","Cincinnati","Urban",16.57218,3.706935,0.223684210526316,1.06
"USA","US dollar","USD","Tucson","Urban",13.475799,3.706935,0.275080906148867,1.06
"USA","US dollar","USD","Beverly, MA","Suburban",13.0833,3.706935,0.283333333333333,1.06
"USA","US dollar","USD","Lafayette, LA","Urban",8.28609,3.706935,0.447368421052632,1.06
"USA","US dollar","USD","","Suburban",18.75273,3.706935,0.197674418604651,1.06
"USA","US dollar","USD","Spruce Pine",NA,13.95552,3.6982128,0.265,1.06
